record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,genre
99497,1648,15:739761F,"Optimè de Honore Doctoratus Philosophici, Quem Magisterii Gradum appellamus, Meritorum XXI. Virorum Juvenum judicata & probata Virtus",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
158675,1694,15:742559X,"Cupressum Literariam, Rei Funestæ indicem, ad Coenobii Portam ... Johanni Balthasari Berndisio, Filio de tribus Filiis ... Domini Stephani Berndisii, JC. ... donec Mense Septembri Gorlicio Osterburgum in restaurato Berndisiorum Monimento, in Monimento vere fatali, ipso Natali Die, recondendus aveheretur, Ponunt, Tabulasqve Consolatorias Eidem appendunt",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Gelegenheitsschrift
234410,1692,15:742558Q,"Id, ... maxumo cum damno Rerum fuarum, Gorlicium, in Gymnasii Gorlicensis Acroatorio Majori, inter lacrymas pariterq[ue] & gratias inter ac preces, Oratione publica memorandum, H. E. Orationem de ingenti vehementissimoq[ue] Incendio, qvod Anno prædicto prædictaqve & Die ac Hora Gorlicio contigit meliorem Urbis partem una cum splendidissima D. Petri & Pauli Æde celeriter absumens, à se In Memoriam Rei, Anno M DC XCII. Die XIX. Martii, ... triplici adhibitô Argumentô habendam, publicat, Bonosqve ac Doctos omnes ad benevolè audiendum, observantuer, officiosè, humaniter invitat Christianus Funccius, Rector",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Einblattdruck
234410,1692,15:742558Q,"Id, ... maxumo cum damno Rerum fuarum, Gorlicium, in Gymnasii Gorlicensis Acroatorio Majori, inter lacrymas pariterq[ue] & gratias inter ac preces, Oratione publica memorandum, H. E. Orationem de ingenti vehementissimoq[ue] Incendio, qvod Anno prædicto prædictaqve & Die ac Hora Gorlicio contigit meliorem Urbis partem una cum splendidissima D. Petri & Pauli Æde celeriter absumens, à se In Memoriam Rei, Anno M DC XCII. Die XIX. Martii, ... triplici adhibitô Argumentô habendam, publicat, Bonosqve ac Doctos omnes ad benevolè audiendum, observantuer, officiosè, humaniter invitat Christianus Funccius, Rector",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Gelegenheitsschrift
234411,1692,15:742547A,Görlitzisches Denck- und Danck-Mahl/ wie zu jährigem Andencken des gewaltig-wütenden und tobenden Feuers/ welches im vorigem Jahre dieses ablauffenden Jahr-Hunderts/ nemlich im MDCXCI Jahre/ dem XIX Tag des Märtzens/ einen grossen und bessern Theil der Stadt/ absonderlich aber die schöne und wolgebauete Haupt-Kirche zu S. Peter und Paul/ mit nicht geringem Leidwesen der sämptl. Einwohner/ aus gerechtem Gerichte Gottes/ jämmerlich in die Asche geleget/ also auch zu Schuld-mäßigem Dancke für die/ so wol mitten im Brande/ als nach dem Brande/ und bißhierher/ genossene Himmels-Güte/ durch eine Teutsche Denck-und Danck-Ode/ im M DC XCII Jahre/ eben an dem obengedachten Brand-Tage/ auf dem Görlitzischen Helicon gesetzet und aufgerichtet,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Lyrik
237980,1691,15:742516Y,"Actum Exeqvialem Singularem, qvem Supremis Serenißimi & Potentißimi, qvum in vivis esset, Principis ac Domini, Domini Johannis Georgii III. Saxon. Jul. Cliv. Montium ... Honoribus Pariter Et Novis Novelli Electoris",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Gelegenheitsschrift
250108,1688,15:742506S,Jesus in Leiden/ Jesus in Freuden/ durch ein mehrentheils Musicalisches Trauer- und Freuden-Spiel in gebundenen Reden/ am Karr-Freytage alten Calenders des M DC LXXXJJX Jahres/ ... von der Studierenden Jugend/ auf der Görlitzischen Schau-Bühne/ mit Bewilligung der Oberen/ und unter gewöhnl. Anführung Christian Funckens/ Schul-Regirers/ offentlich vorgestellet.,873,Christian,Funcke,Der Funckende,gnd/120145812,MitwirkendeR,028C,Theaterzettel
250108,1688,15:742506S,Jesus in Leiden/ Jesus in Freuden/ durch ein mehrentheils Musicalisches Trauer- und Freuden-Spiel in gebundenen Reden/ am Karr-Freytage alten Calenders des M DC LXXXJJX Jahres/ ... von der Studierenden Jugend/ auf der Görlitzischen Schau-Bühne/ mit Bewilligung der Oberen/ und unter gewöhnl. Anführung Christian Funckens/ Schul-Regirers/ offentlich vorgestellet.,873,Christian,Funcke,Der Funckende,gnd/120145812,MitwirkendeR,028C,Schulprogramm
250111,1688,15:742483R,Gevierte Liebe,873,Christian,Funcke,Der Funckende,gnd/120145812,MitwirkendeR,028C,Theaterzettel
250111,1688,15:742483R,Gevierte Liebe,873,Christian,Funcke,Der Funckende,gnd/120145812,MitwirkendeR,028C,Schulprogramm
258468,1686,14:701616M,"Absolutissimum Avtoritate & Decreto Amplissimi Ordinis @Revisæ Ac Recognitæ Doctrinæ nec non Disciplinæ Augusti Gymnasii Gorlicensis Corpus, commodo publico collectum, idqve deinceps, solemniter in Eruditorum Panegyri publicandum",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Schulprogramm
265364,1684,15:742428Q,M.G.H. Erbaulicher und nützlicher Schau-Spiele Lieb-Haber will auff heutige Mittwoch zu einem Weltlichen Trauer- und Freuden-Spiele/ welches Wien in Leid/ und Wien in Freud/ vorstellen wird; ferner folgenden Donnerstags zu einem Geistlichen Freuden-Spiele von Endschafft Babylonischer Gefängnisz/ ... zu einem Lehr- und Lust-Spiele von Willmuht/ schuldigst und gebührender Massen eingeladen haben,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Theaterzettel
125281,1695,4620:719774D,Wohlerfahrner Catechismus/ Das ist: Ein Catholische klärlich und weitläuffere Auslegung über die fünff Haupt-Stuck Christlich Catholischer Lehr,669,Graf Gottlieb Amadeus von,Windischgrätz,Der Kühne,gnd/119220318,ZensorIn,028C,Katechismus
6343,1673,3:745706R,Dem @Durchleuchtigsten Fürsten ... Herrn Johann Georgen dem Andern ... ist ... hinterbracht worden/ welcher gestalt seithero viel geringhaltige/ an andern Orten abgesetzte Schiede-Müntzen ... eingeschleifft/ und die bißher gangbar gewesenen gröbern Sorten dargegen auffgewechselt und ausgeführet worden ...,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Einblattdruck
6343,1673,3:745706R,Dem @Durchleuchtigsten Fürsten ... Herrn Johann Georgen dem Andern ... ist ... hinterbracht worden/ welcher gestalt seithero viel geringhaltige/ an andern Orten abgesetzte Schiede-Müntzen ... eingeschleifft/ und die bißher gangbar gewesenen gröbern Sorten dargegen auffgewechselt und ausgeführet worden ...,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Verordnung
6343,1673,3:745706R,Dem @Durchleuchtigsten Fürsten ... Herrn Johann Georgen dem Andern ... ist ... hinterbracht worden/ welcher gestalt seithero viel geringhaltige/ an andern Orten abgesetzte Schiede-Müntzen ... eingeschleifft/ und die bißher gangbar gewesenen gröbern Sorten dargegen auffgewechselt und ausgeführet worden ...,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Geldwesen
18979,1670,3:745710B,Demnach der Durchleuchtigste Chur-Fürst zu Sachsen ... unterthänigst berichtet worden/ was für grosser Schade und Nachtheil durch die bißhero an vielen Orten neuerlich auffgerichteten Müntz-Stellen ... entstehen/ und dadurch Handel und Wandel in nicht geringe Gefahr gesetzet ... haben ... Ihre Chur-Fürstl. Durchl. ... sich dahin resolviret ...,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Geldwesen
18979,1670,3:745710B,Demnach der Durchleuchtigste Chur-Fürst zu Sachsen ... unterthänigst berichtet worden/ was für grosser Schade und Nachtheil durch die bißhero an vielen Orten neuerlich auffgerichteten Müntz-Stellen ... entstehen/ und dadurch Handel und Wandel in nicht geringe Gefahr gesetzet ... haben ... Ihre Chur-Fürstl. Durchl. ... sich dahin resolviret ...,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Einblattdruck
18979,1670,3:745710B,Demnach der Durchleuchtigste Chur-Fürst zu Sachsen ... unterthänigst berichtet worden/ was für grosser Schade und Nachtheil durch die bißhero an vielen Orten neuerlich auffgerichteten Müntz-Stellen ... entstehen/ und dadurch Handel und Wandel in nicht geringe Gefahr gesetzet ... haben ... Ihre Chur-Fürstl. Durchl. ... sich dahin resolviret ...,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Amtsdruckschrift
27942,1668,3703:751884U,D. Jacobi Welleri @Grammatica Græca Nova,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,ZensorIn,028C,Grammatik
44193,1664,15:740064E,Anordnung/ Wie Der Durchlauchtigste/ Hochgeborne Fürst und Herr/ Herr Johann Georg der Ander/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg ... Es bey diesen/ wegen des Türckischen Einbruchs in das Königreich Ungern/ und anderer weit aussehenden hochgefährlichen Unglücks-Zeiten/ mit Bestellung gewisser Buß-Predigten und Betstunden ... wolle gehalten haben,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028A,Verordnung
44194,1664,15:740063X,Anordnung/ Wie Der Durchlauchtigste/ Hochgeborne Fürst und Herr/ Herr Johann Georg der Ander/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg ... Es bey diesen/ wegen des Türckischen Einbruchs in das Königreich Ungern/ und anderer weit aussehenden hochgefährlichen Unglücks-Zeiten/ mit Bestellung gewisser Buß-Predigten und Betstunden ... wolle gehalten haben,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028A,Verordnung
55912,1661,5051:749838Y,Von Gottes Gnaden/ Johann Georg der Ander/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg/ [et]c. Chur-Fürst [et]c. Ljebe Getreuen/ Demnach Unsern Deputirten Räthen eylfertige Nachrichtung von nöthen/ waß so wohl auß Vnserer Cammer/ alß auß der Ober-Steuer-Einnahme und sonsten vor Anweisungen an die euch anvertraute Steuer-Einnahme ergangen/ und zwar 1. wie hoch iede Anweisung/ 2. was darauff bezahlet/ und 3 noch im Rest/ Alß begehren Wir bey Straffe 30. fl. Reinisch befehlende ... ,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Einblattdruck
55912,1661,5051:749838Y,Von Gottes Gnaden/ Johann Georg der Ander/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg/ [et]c. Chur-Fürst [et]c. Ljebe Getreuen/ Demnach Unsern Deputirten Räthen eylfertige Nachrichtung von nöthen/ waß so wohl auß Vnserer Cammer/ alß auß der Ober-Steuer-Einnahme und sonsten vor Anweisungen an die euch anvertraute Steuer-Einnahme ergangen/ und zwar 1. wie hoch iede Anweisung/ 2. was darauff bezahlet/ und 3 noch im Rest/ Alß begehren Wir bey Straffe 30. fl. Reinisch befehlende ... ,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Amtsdruckschrift
55912,1661,5051:749838Y,Von Gottes Gnaden/ Johann Georg der Ander/ Hertzog zu Sachsen/ Jülich/ Cleve und Berg/ [et]c. Chur-Fürst [et]c. Ljebe Getreuen/ Demnach Unsern Deputirten Räthen eylfertige Nachrichtung von nöthen/ waß so wohl auß Vnserer Cammer/ alß auß der Ober-Steuer-Einnahme und sonsten vor Anweisungen an die euch anvertraute Steuer-Einnahme ergangen/ und zwar 1. wie hoch iede Anweisung/ 2. was darauff bezahlet/ und 3 noch im Rest/ Alß begehren Wir bey Straffe 30. fl. Reinisch befehlende ... ,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028C,Geldwesen
60235,1660,23:752683E,Der @Durchlauchtigste Hochgebohrne Fürst und Herr/ Herr Johann Georg der Ander/ Herzog zu Sachsen/ ... was bey dem/ Anno 1657. zurückgelegtem Land-Tage/ Der gehorsamste Stände ... erkläret ... ,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,HerausgeberIn,028C,Einblattdruck
60235,1660,23:752683E,Der @Durchlauchtigste Hochgebohrne Fürst und Herr/ Herr Johann Georg der Ander/ Herzog zu Sachsen/ ... was bey dem/ Anno 1657. zurückgelegtem Land-Tage/ Der gehorsamste Stände ... erkläret ... ,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,HerausgeberIn,028C,Amtsdruckschrift
67277,1658,70:751945F,Sieg und Freuden-Lied/ Dem Durchläuchtigsten/ Hochgebornen/ Fürsten vnd Herren/ Herren Johann Georgen dem Andern/ Hertzogen zu Sachsen/ Julich/ Cleve und Berg; deß Heiligen Römischen Reichs Ertz-Marschallen/ und Chur-Fürsten ... Bey dero Durch Giessen Von dem Glük- und rühmlich vollendeten Chur-Fürstlichen Wahl-Tage Hejm-Rejsse Jn Nahmen Derer Sämptlichen Gissnischen Studenten ... [üb]erreichet Am Letzten Tag deß Heum[on]ats dieses jetzt lauffenden 1658. Jahres,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Gelegenheitsschrift
67277,1658,70:751945F,Sieg und Freuden-Lied/ Dem Durchläuchtigsten/ Hochgebornen/ Fürsten vnd Herren/ Herren Johann Georgen dem Andern/ Hertzogen zu Sachsen/ Julich/ Cleve und Berg; deß Heiligen Römischen Reichs Ertz-Marschallen/ und Chur-Fürsten ... Bey dero Durch Giessen Von dem Glük- und rühmlich vollendeten Chur-Fürstlichen Wahl-Tage Hejm-Rejsse Jn Nahmen Derer Sämptlichen Gissnischen Studenten ... [üb]erreichet Am Letzten Tag deß Heum[on]ats dieses jetzt lauffenden 1658. Jahres,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Lyrik
71720,1657,15:740071P,Schuldigste Pflicht Treuer Stände Gegen Ihre Hohe Landes-Obrigkeit,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Predigt
71720,1657,15:740071P,Schuldigste Pflicht Treuer Stände Gegen Ihre Hohe Landes-Obrigkeit,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Gelegenheitsschrift
77670,1655,18:745560Y,"Chur-Sächsische Ehren-Crone, Wormit Von dem DreyEinigen Gott in Gnaden gesegnet ist ... Herr Johann George, Hertzog zu Sachsen, Jülich, Cleve und Berg ... Als er das Ein Tausend Sechs hundert und Fünff und Funffzigste Jahr frisch und gesund erlebet",682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Gelegenheitsschrift
81602,1654,70:751928R,"Vive le Prince, Welches Dem Durchlauchtigsten/ Hoch-gebohrnen Fürsten und Herrn/ Herrn Johann Georgen/ Hertzogen zu Sachsen/ Jülich/ Cleve und Berg ... Bey Jhr. Churprintzl. Durchl. glücklichen Ankunfft den 7[.] Julii in Leipzig/ Jn einer glückwüntsche[n]den Music unterthänigst zu[geru]ffen Die sämbtlich auff der Universität daselbst studierende",682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Gelegenheitsschrift
81602,1654,70:751928R,"Vive le Prince, Welches Dem Durchlauchtigsten/ Hoch-gebohrnen Fürsten und Herrn/ Herrn Johann Georgen/ Hertzogen zu Sachsen/ Jülich/ Cleve und Berg ... Bey Jhr. Churprintzl. Durchl. glücklichen Ankunfft den 7[.] Julii in Leipzig/ Jn einer glückwüntsche[n]den Music unterthänigst zu[geru]ffen Die sämbtlich auff der Universität daselbst studierende",682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,GefeierteR,028C,Lyrik
97026,1649,23:740171U,Copia Schreibens Von Ihr Churfürstl: Durchl: Hertzogen auß Sachsen/ an Herrn Generalissimum Pfaltzgrafen abgangen,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028A,Brief
97026,1649,23:740171U,Copia Schreibens Von Ihr Churfürstl: Durchl: Hertzogen auß Sachsen/ an Herrn Generalissimum Pfaltzgrafen abgangen,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,VerfasserIn,028A,Flugschrift
255235,1699,15:752403S,Gebet/ So auff gnädigste Anordnung/ des Chur-Fürsten zu Sachsen/ und Burggrafens zu Magdeburg/ Herrn/ Herrn Johann Georgen/ des Andern/ ... den 31. Octobr. Anno 1667. auff den Cantzeln abgelesen werden soll.,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,AuftraggeberIn,028C,NA
6251,1673,15:752976N,"Natalem Sexagesimum Reverendissimi Et Serenissimi Principis ac Domini, Dn. Augusti, Primatis Germaniæ, & Postulati ArchiEpiscopes Magdeburgicæ Administratoris, Ducis Saxoniæ, ... Illustris Ad Salam Augustei Conditoris Augustissimi, Domini sui Clementissimi, Ipsis Idibus Augusti Oratione Solenni Celebrandum indicit Gymnasii Augusti Rector",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
52754,1662,547:744844C,Masquerade. Der vier Jahrs-Zeiten,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
52754,1662,547:744844C,Masquerade. Der vier Jahrs-Zeiten,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Libretto
71687,1657,547:743895P,Jesus & Augustus,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
71687,1657,547:743895P,Jesus & Augustus,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Predigt
144144,1629,14:745761S,Diana bath Des Abends spat ...,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Lyrik
144144,1629,14:745761S,Diana bath Des Abends spat ...,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
202079,1693,15:753161D,"Memoriam Incomparabilis Principis, D. Augusti, Primatis Germaniæ Et Ducis Saxoniæ Gloriosissimi &c. Illustris Gymnasii Augusti Fundatoris Augustissimi, Humilime Recolit Joachimus Leistenius, ejusdem Augustei Rector & Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
202079,1693,15:753161D,"Memoriam Incomparabilis Principis, D. Augusti, Primatis Germaniæ Et Ducis Saxoniæ Gloriosissimi &c. Illustris Gymnasii Augusti Fundatoris Augustissimi, Humilime Recolit Joachimus Leistenius, ejusdem Augustei Rector & Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
234313,1692,15:753160W,"Studium Divi Principis, Augusti, Primatis Germaniæ Et Ducis Saxoniæ Inclytissimi, Illustrad. ad Salam Augustei Conditoris Augustissimi, Pro Imperio Optimo Navatum Grata Et Humilima Menta Agnoscit Joachimus Leistenius, Gymnasii Augusti Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
234313,1692,15:753160W,"Studium Divi Principis, Augusti, Primatis Germaniæ Et Ducis Saxoniæ Inclytissimi, Illustrad. ad Salam Augustei Conditoris Augustissimi, Pro Imperio Optimo Navatum Grata Et Humilima Menta Agnoscit Joachimus Leistenius, Gymnasii Augusti Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
237857,1691,15:753159H,"Autarkeian Reverendissimi Qvondam Et Serenissimi Principis, Dn. Augusti, Primatis Germaniæ, Et Ducis Saxoniæ Gloriosissimi, &c. &c. Illustris Gymnasii Augusti Fundatoris Augustissimi, Humillime Admiratur Et Commendat Joachimus Leistenius, Illustris Augustei Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
237857,1691,15:753159H,"Autarkeian Reverendissimi Qvondam Et Serenissimi Principis, Dn. Augusti, Primatis Germaniæ, Et Ducis Saxoniæ Gloriosissimi, &c. &c. Illustris Gymnasii Augusti Fundatoris Augustissimi, Humillime Admiratur Et Commendat Joachimus Leistenius, Illustris Augustei Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
246391,1689,15:753042T,"Immortalitati Reverendissimi Qvondam Et Serenissimi Principis, D. Augusti, Primatis Germaniæ, Et Ducis Saxoniæ Inclytissimi, Illustris Augustei Conditoris Augustissimi, Denuo Litat Joachim Leistenius, Augustei Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
246391,1689,15:753042T,"Immortalitati Reverendissimi Qvondam Et Serenissimi Principis, D. Augusti, Primatis Germaniæ, Et Ducis Saxoniæ Inclytissimi, Illustris Augustei Conditoris Augustissimi, Denuo Litat Joachim Leistenius, Augustei Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
253615,1687,15:753039Q,"Desiderium, Qvod Incomparabilis Princeps, D. Augustus, Primas Germaniæ, Et Dux Saxoniæ Inclytissimus, Illustris Augustei Conditor Augustissimus, Post Fata Sua Reliqvit, Joachim Leistenius, Gymnasii Augsti Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
253615,1687,15:753039Q,"Desiderium, Qvod Incomparabilis Princeps, D. Augustus, Primas Germaniæ, Et Dux Saxoniæ Inclytissimus, Illustris Augustei Conditor Augustissimus, Post Fata Sua Reliqvit, Joachim Leistenius, Gymnasii Augsti Rector Et Prof. Publ.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
257999,1686,15:753038G,"Luctum Suum Super Excessu Divi Augusti, Germaniae Qvondam Primatis Eminentissimi, Saxoniaeqve Ducis Serenissimi, Gymnasii Augusti Conditoris Augustissimi, Renovat Joachim Leistenius, Illustris Augstei Rector, Et P.P.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
257999,1686,15:753038G,"Luctum Suum Super Excessu Divi Augusti, Germaniae Qvondam Primatis Eminentissimi, Saxoniaeqve Ducis Serenissimi, Gymnasii Augusti Conditoris Augustissimi, Renovat Joachim Leistenius, Illustris Augstei Rector, Et P.P.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
261412,1685,15:753036S,"Monumentum Gloriosissimæ Recordationis Principi Dn. Augusto, Primati Germaniæ, Et Saxoniæ, Juliæ, Cliviæ Et Montium Duci Eminentissimo, Etc. Etc. Illustris Gymnasii Augusti Conditori Augustissimo, Positum A Joachimo Leistenio, Ejusdem Gymnasii Rectore Et P.P.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
270122,1683,15:752987B,"Dulcedinem Mortis, Sub Reditum Diei Emortualis Principis Æterna Memoria Dignissimi, Divi Augusti, Germaniæ Primatis, Saxoniæqve Ducis Inclytissimi, Gymnasii Augusti Conditoris Augustissimi, Monstrat Joachim Leistenius, Illustris Augustei Rector Et P.P.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
270122,1683,15:752987B,"Dulcedinem Mortis, Sub Reditum Diei Emortualis Principis Æterna Memoria Dignissimi, Divi Augusti, Germaniæ Primatis, Saxoniæqve Ducis Inclytissimi, Gymnasii Augusti Conditoris Augustissimi, Monstrat Joachim Leistenius, Illustris Augustei Rector Et P.P.",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
299831,1676,15:752984D,"Pro Felici Fluxu Anni Climacterici Magni, Qvem Reverendissimus Et Serenissimus Princeps Dn. Augustus Primas Germaniæ, Et Dux Saxoniæ, ... Conditor Gymnasii Augusti Augustissimus, Ipsis Idibus Augusti Ingredietur, Vota Precesq[ue] Deo Nuncupaturus Ad Socianda Vota Omnes Literarum Fautores Et Cultores Officiosissime Et Humanissime",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Gelegenheitsschrift
299831,1676,15:752984D,"Pro Felici Fluxu Anni Climacterici Magni, Qvem Reverendissimus Et Serenissimus Princeps Dn. Augustus Primas Germaniæ, Et Dux Saxoniæ, ... Conditor Gymnasii Augusti Augustissimus, Ipsis Idibus Augusti Ingredietur, Vota Precesq[ue] Deo Nuncupaturus Ad Socianda Vota Omnes Literarum Fautores Et Cultores Officiosissime Et Humanissime",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,GefeierteR,028C,Schulprogramm
55910,1661,17:750349Z,"Parentalia. Memoriæ. Honoribusque. Posthumis, Summi. Herois. Et. Assertoris. Literarum. Casparis Barthii. S. R. Imp. Equitis Post. Annuum. A Morte. Spatium. Volentibus. Et. Consentientibus. Academiae. Proceribus. Habita.Publice.Oratione. Postlimino. Instituta.",362,Augustus,Buchner,Der Genossene,gnd/118913859,VerfasserIn eines Vorworts,028C,Gelegenheitsschrift
55910,1661,17:750349Z,"Parentalia. Memoriæ. Honoribusque. Posthumis, Summi. Herois. Et. Assertoris. Literarum. Casparis Barthii. S. R. Imp. Equitis Post. Annuum. A Morte. Spatium. Volentibus. Et. Consentientibus. Academiae. Proceribus. Habita.Publice.Oratione. Postlimino. Instituta.",362,Augustus,Buchner,Der Genossene,gnd/118913859,VerfasserIn eines Vorworts,028C,Rede
127455,1636,15:743685W,Georgii Myli[i] Paradoxum sive Dissertatio Quod Literatus sit Nobilis: ad Spectatißimum Virum Johannem Schimmelpfennig Civem Regiomonti Primarium,362,Augustus,Buchner,Der Genossene,gnd/118913859,WidmendeR,028C,Hochschulschrift
165896,1621,15:745944N,Georgii Tileni Chrysorei Tapetia Poematum ...,362,Augustus,Buchner,Der Genossene,gnd/118913859,WidmendeR,028C,Lyrik
303753,1675,18:753085S,Cornelii Nepotis @Vitæ Excellentium Virorum,362,Augustus,Buchner,Der Genossene,gnd/118913859,KommentarverfasserIn,028C,Biographie
303753,1675,18:753085S,Cornelii Nepotis @Vitæ Excellentium Virorum,362,Augustus,Buchner,Der Genossene,gnd/118913859,KommentarverfasserIn,028C,Chronik
303753,1675,18:753085S,Cornelii Nepotis @Vitæ Excellentium Virorum,362,Augustus,Buchner,Der Genossene,gnd/118913859,KommentarverfasserIn,028C,Kommentar
