record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,original_language,intermediary_language,publication_language,genre
70724,1658,23:316589R,"Instrumentum Pacis, Oder Friedens-Pacta",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,dan,NA,ger,Vertrag
70724,1658,23:316589R,"Instrumentum Pacis, Oder Friedens-Pacta",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,dan,NA,ger,Gelegenheitsschrift
73345,1657,12:189330L,Schreiben/ Der Königlichen Majestät in Sueden/ An Den Chur-Fürsten zu Maintz/ Wie ingleichen auch An die anderen des Heil: Röm: Reichs Chur-Fürsten,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028A,lat,NA,ger,Flugschrift
73345,1657,12:189330L,Schreiben/ Der Königlichen Majestät in Sueden/ An Den Chur-Fürsten zu Maintz/ Wie ingleichen auch An die anderen des Heil: Röm: Reichs Chur-Fürsten,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028A,lat,NA,ger,Brief
74566,1657,23:307454D,Schreiben/ Der Königlichen Majestät in Sveden/ An den Chur-Fürsten zu Maintz,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028A,lat,NA,ger,Flugschrift
74586,1657,23:295822K,Declaration So Ihre Königl. Maytt. von Schweden durch dero Abgesandten an den Türckischen Käiser überlieffern lassen/ wie Sie mit demselben eine Alliance zuschliessen gesuchet,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,ita,NA,ger,Flugschrift
75902,1656,23:244006N,Lob-Rede. An Den Durchleuchtigsten/ Großmächtigsten Fürsten und Herrn/ Herrn Carl Gustav/ Der Schweden/ Gothen und Wenden König ... Auf Ihr. Königl. Majest. glücklich-geschwinde Eroberung des Königreichs Polen,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Gelegenheitsschrift
75902,1656,23:244006N,Lob-Rede. An Den Durchleuchtigsten/ Großmächtigsten Fürsten und Herrn/ Herrn Carl Gustav/ Der Schweden/ Gothen und Wenden König ... Auf Ihr. Königl. Majest. glücklich-geschwinde Eroberung des Königreichs Polen,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Flugschrift
76799,1656,23:287655W,Anatomia Oder Untersuchung/ dero beyden des Königs in Schweden Universalen oder Außschreiben So er Den 1. und 8. May dieses Jahres zu Marienburg außgelassen,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Streitschrift
76829,1656,23:287647E,"Praeliminar-Manifest, Oder Kurtze Erzehlunge der Ursachen Des gegenwertigen Kriegs/ welchen Carl Gustav König von Schweden Wieder Den König von Polen Johan Casimirn führet",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Flugschrift
76829,1656,23:287647E,"Praeliminar-Manifest, Oder Kurtze Erzehlunge der Ursachen Des gegenwertigen Kriegs/ welchen Carl Gustav König von Schweden Wieder Den König von Polen Johan Casimirn führet",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Brief
77059,1656,14:052357K,"Deß Polnischen Gesandten/ Herrn Adam Brochousky Castellans zu Sochalow [et]c. @An Den ... König in Schweden/ Herrn/ Herrn Carolum Gustavum, &c. zu Cracaw gethane Red",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Rede
77060,1656,14:052351P,Der @Reichs-Räthe deß Königreichs Polen/ so dann deß Groß-Hertzogthumbs Littawen/ Beantwortung/ auff die jenige Erklärung/ welche deß Königreichs Schweden Reichs-Räthe an sie/ die Polnische/ hiebevor abgehen lassen,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Vertrag
79777,1655,14:081086L,Schreiben. Ihrer Mayestät der Königin in Schweden Christinae. An Ihr Mayestät den König in Schweden/ [et]c. Carolum Gustavum,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,fre,NA,ger,Flugschrift
79777,1655,14:081086L,Schreiben. Ihrer Mayestät der Königin in Schweden Christinae. An Ihr Mayestät den König in Schweden/ [et]c. Carolum Gustavum,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,fre,NA,ger,Brief
168142,1621,23:291813T,Drey unterschiedliche Tractätlein,044,Graf Georg Friedrich von,Hohenlohe-Neuenstein-Weikersheim,Der Getreue,gnd/118706292,NA,028C,lat,NA,ger,Flugschrift
101189,1648,14:076793A,Tutschland Jacob Wympfflingers von Slettstatt/ Zu Ere der Statt Straßburg Und des Rinstroms,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,NA,028C,lat,NA,ger,Chronik
104115,1647,1:007272K,Philanders von Sittewald @Holländische Sybille/ Jetzigen Zustand des Reichs/ und dessen Friedens Handlungen betreffend,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,NA,028A,dut,NA,ger,Streitschrift
119635,1640,3:673208C,Les @Visiones De Don Francesco De Quevedo Villegas oder Wunderbahre Satyrische gesichte,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,NA,028A,spa,NA,ger,Anthologie
119635,1640,3:673208C,Les @Visiones De Don Francesco De Quevedo Villegas oder Wunderbahre Satyrische gesichte,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,NA,028A,spa,NA,ger,Satire
5286,1674,3:607012X,Johannis von Beverwyck/ Hochberühmten Medici zu Dordrecht in Holland/ @Allgemeine Artzney,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Arzneibuch
5286,1674,3:607012X,Johannis von Beverwyck/ Hochberühmten Medici zu Dordrecht in Holland/ @Allgemeine Artzney,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Medizin
11245,1672,7:665109L,Darinnen die Weisen allerhand Festungen und Städte/ nach den unterschiedlichen Erfündungen der berühmtesten Uhrhöber und erfahrnesten Kriegsbaumeister ... zu bauen und zu befestigen/ begriffen ...,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Festungsbau
11245,1672,7:665109L,Darinnen die Weisen allerhand Festungen und Städte/ nach den unterschiedlichen Erfündungen der berühmtesten Uhrhöber und erfahrnesten Kriegsbaumeister ... zu bauen und zu befestigen/ begriffen ...,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Kriegskunde
15049,1672,23:287692Z,Von der neuen weise Aufzuziehen,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Festungsbau
15049,1672,23:287692Z,Von der neuen weise Aufzuziehen,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Kriegskunde
15050,1672,23:287686Y,Darinnen die Weisen allerhand Festungen und Städte ... zu bauen und zu befestigen/ begriffen ...,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Festungsbau
15050,1672,23:287686Y,Darinnen die Weisen allerhand Festungen und Städte ... zu bauen und zu befestigen/ begriffen ...,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Kriegskunde
15051,1672,23:287630V,Nähmlich im Ersten/ vom Anlegen/ und Bauen der Lehrsatzmäßigen Oerter/ Festungen/ und Aussenwerke ...,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Festungsbau
15051,1672,23:287630V,Nähmlich im Ersten/ vom Anlegen/ und Bauen der Lehrsatzmäßigen Oerter/ Festungen/ und Aussenwerke ...,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Kriegskunde
15052,1672,23:287627S,Kriegsarbeit Oder Neuer Festungsbau,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Festungsbau
15052,1672,23:287627S,Kriegsarbeit Oder Neuer Festungsbau,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Kriegskunde
18739,1671,23:298069H,Schatz der Ungesundheit/ das ist/ Kurtzer Begrif der algmeinen Artzneikunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Arzneibuch
18739,1671,23:298069H,Schatz der Ungesundheit/ das ist/ Kurtzer Begrif der algmeinen Artzneikunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Medizin
18740,1671,23:298062E,Schatz der Gesundheit/ das ist/ Kurtzer Begrif der algemeinen Bewahrkunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Arzneibuch
18740,1671,23:298062E,Schatz der Gesundheit/ das ist/ Kurtzer Begrif der algemeinen Bewahrkunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Hausväterliteratur
18740,1671,23:298062E,Schatz der Gesundheit/ das ist/ Kurtzer Begrif der algemeinen Bewahrkunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Medizin
24354,1669,12:647259A,Anweisung zur algemeinen Reis- und Zeichenkunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Anleitung
27779,1669,23:292976Q,Denckwürdige Gesandtschafften der Ost-Indischen Gesellschaft in den Vereinigten Niederländern/ an unterschiedliche Keyser von Japan,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Geographie
27779,1669,23:292976Q,Denckwürdige Gesandtschafften der Ost-Indischen Gesellschaft in den Vereinigten Niederländern/ an unterschiedliche Keyser von Japan,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,dut,NA,ger,Reisebericht
34389,1667,23:329392Z,Ibrahim Deß Durchleuchtigen Bassa und Der beständigen Isabellen Wunder-Geschicht,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
34389,1667,23:329392Z,Ibrahim Deß Durchleuchtigen Bassa und Der beständigen Isabellen Wunder-Geschicht,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Frauenliteratur
42990,1665,39:120303E,Ibrahim Deß Durchleuchtigen Bassa und Der beständigen Isabellen Wunder-Geschicht,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
42990,1665,39:120303E,Ibrahim Deß Durchleuchtigen Bassa und Der beständigen Isabellen Wunder-Geschicht,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Frauenliteratur
48733,1664,23:311771N,Filips von Zesen @Beschreibung der Stadt Amsterdam,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,dut,NA,ger,Topographie
76726,1656,3:004319R,Aus der Ernst-sittigen Geselschaft der alten Weise-meister gezogen/ und mit 43 in kupfer gestochenen sinn-bildern/ und eben so viel erklärungen und andern anmärkungen vorgestellet,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,fre,NA,ger,Emblembuch
76726,1656,3:004319R,Aus der Ernst-sittigen Geselschaft der alten Weise-meister gezogen/ und mit 43 in kupfer gestochenen sinn-bildern/ und eben so viel erklärungen und andern anmärkungen vorgestellet,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,036D,fre,NA,ger,Emblembuch
76727,1656,3:004316T,Aus der Ernst-sittigen Geselschaft der alten Weise-meister gezogen/ und mit 113 in kupfer gestochenen Sinn-bildern/ und ebenso viel erklärungen und andern anmärkungen vorgestellet:,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,fre,NA,ger,Emblembuch
76727,1656,3:004316T,Aus der Ernst-sittigen Geselschaft der alten Weise-meister gezogen/ und mit 113 in kupfer gestochenen Sinn-bildern/ und ebenso viel erklärungen und andern anmärkungen vorgestellet:,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,036D,fre,NA,ger,Emblembuch
76728,1656,3:004315L,Moralia Horatiana: Das ist Die Horatzische Sitten-Lehre,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,fre,NA,ger,Emblembuch
94006,1650,32:723468P,Liebes-beschreibung Lysanders und Kalisten,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,Übers.,028C,fre,NA,ger,Roman
94837,1650,12:647995K,Liebes-beschreibung Lysanders und Kalisten,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
95237,1650,23:243521L,Liebes-beschreibung Lysanders und Kalisten,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
98527,1649,39:166504N,Was Karl der erste/ König in Engelland/ bei dem über Ihn gefälltem todes-uhrteil hette für-bringen können,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,lat,NA,ger,Rede
101405,1648,23:321860G,Matthiae Dögens @Heutiges tages Übliche Kriges Bau-kunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,lat,NA,ger,Kriegskunde
101405,1648,23:321860G,Matthiae Dögens @Heutiges tages Übliche Kriges Bau-kunst,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,lat,NA,ger,Festungsbau
107293,1646,23:285014W,Der @herzlich-verliebte schmerzlich-betrübte beständige Roselieb: oder Wald-spiel,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,ita,NA,ger,Gesellschaftsschrift
107293,1646,23:285014W,Der @herzlich-verliebte schmerzlich-betrübte beständige Roselieb: oder Wald-spiel,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,ita,NA,ger,Schäferdichtung
107293,1646,23:285014W,Der @herzlich-verliebte schmerzlich-betrübte beständige Roselieb: oder Wald-spiel,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028A,ita,NA,ger,Drama
108988,1645,3:314982A,Ibrahims Oder Des Durchleuchtigen Bassa und Der Beständigen Isabellen Wunder-Geschichte,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
110090,1644,23:685503T,Die @Traurige Jedoch Frölich-Außgehende Historia Von Lysandern Und Kalisten,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
111497,1644,23:287119Y,Liebes-beschreibung Lysanders und Kalisten,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,NA,028C,fre,NA,ger,Roman
5173,1674,23:328699Q,Eröffnetes Theatrum oder Neuaufgerichteter Schau-Platz/ Schöner anmuhtiger Comoedien und Tragoedien,813,Caspar (von),Stieler,Der Spate,gnd/118618121,Pseud.,028A,fre,NA,ger,NA
41360,1665,1:651303E,Ernelinde,813,Caspar (von),Stieler,Der Spate,gnd/118618121,NA,028A,ita,NA,ger,Drama
41360,1665,1:651303E,Ernelinde,813,Caspar (von),Stieler,Der Spate,gnd/118618121,NA,028A,ita,NA,ger,Gelegenheitsschrift
308266,1674,824:718787D,Eröffnetes Theatrum oder Neuaufgerichteter Schau-Platz/ Schöner anmuhtiger Comoedien und Tragoedien,813,Caspar (von),Stieler,Der Spate,gnd/118618121,Pseud.,028A,fre,NA,ger,Drama
40255,1665,15:743092X,Herrn de la Serre Süsse Todes-Gedancken,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,fre,NA,ger,Ars moriendi
65939,1659,1:006334Z,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
68130,1658,23:667964P,Die @Süssen Todes gedancken,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,fre,NA,ger,Ars moriendi
105733,1646,23:690369Y,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
105744,1646,32:688943D,darinnen begriffen die Ersten zwey Bücher,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
105788,1646,23:681950G,darinnen begrieffen die letzten Vier Bücher,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
110432,1644,1:626058W,Joan Barclai @Argenis,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
112955,1643,23:330224C,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
112956,1643,3:309797C,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
115910,1642,7:715574A,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
116816,1642,3:314853H,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
118833,1641,3:609604X,Die @Episteln der Sontage und fürnembsten Feste des gantzen Jahrs,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,fre,NA,ger,Predigtsammlung
118834,1641,3:609602G,Die @Psalmen Davids,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,fre,NA,ger,Liedersammlung
119587,1640,23:681790X,Franc. D. Rosset. Theatrum Tragicum oder Traurige Geschichten,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,fre,NA,ger,Anthologie
121608,1639,1:669076V,Martin Opitz @Uber das Leiden und Sterben Unseres Heylandes,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,lat,NA,ger,NA
123306,1638,7:668944E,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
123894,1638,12:191013X,Arcadia Der Gräffin von Pembrock,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,eng,NA,ger,Roman
126333,1637,32:628685K,Martini Opitii ... @Glückwünschung Auff der Königl. Majestat zü Polen und Sweden Vladislai IV. Beylager,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,lat,NA,ger,Gelegenheitsschrift
127105,1637,3:302608R,Dan. Heinsii @Lobgesang Jesu Christi Des einigen und ewigen Sohnes Gottes,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,dut,NA,ger,Lyrik
133418,1633,23:675482D,Dan. Heinsii @Lobgesang Jesu Christi des einigen undt ewigen Sohnes Gottes,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,dut,NA,ger,NA
138627,1631,23:690670C,"Becanus Redivivus, Das ist, Deß Wohl-Ehrwürdigen Hochgelehrten/ Herrn Martini Becani der Societät Jesu Theologen S. Handtbuch: Aller dieser Zeit in der Religion Streitsachen in 5. Bücher abgetheilt: An Die Römische Kayserl. Mayestät Ferdinandum den Andern/ der Catholischen Religion Beschützern",200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,lat,NA,ger,Streitschrift
140304,1631,12:123180M,Hugo Grotius @Von der Warheit der Christlichen Religion,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,dut,NA,ger,Verserzählung
140839,1631,23:296661W,Der @Argenis Anderer Theil,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,lat,NA,ger,Roman
145059,1629,1:633304Q,Von der Welt Eitelkeit,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,fre,NA,ger,Lyrik
145613,1629,23:252212U,Martini Opitii @Von der Welt Eitelkeit,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,fre,NA,ger,Verserzählung
148686,1628,1:052205F,Martin Opitz @Uber das Leiden und Sterben Unseres Heilandes,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,lat,NA,ger,NA
153784,1626,3:310615U,Johann Barclayens @Argenis,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,fre,NA,ger,Roman
155333,1625,23:243735H,L. Annaei Senecae @Trojanerinnen,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,lat,NA,ger,Drama
155853,1625,23:243723M,"Martini Opitii @Acht Bücher, Deutscher Poematum",200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,dut,NA,ger,Lyrik
157243,1624,7:685168Y,Martini Opicii. @Teutsche Pöemata und Aristarchus Wieder die verachtung Teutscher Sprach,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,dut,NA,ger,Lyrik
160137,1624,23:293466L,Martini Opicii. @Teutsche Pöemata und Aristarchus Wieder die verachtung Teutscher Sprach,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028A,dut,NA,ger,Lyrik
163812,1622,12:653029F,Danielis Heinsii @Hymnus oder Lobgesang Bacchi,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,dut,NA,ger,Verserzählung
166329,1621,7:700800R,Dan. Heinsii @Lobgesang Jesu Christi des einigen und ewigen Sohnes Gottes,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028C,dut,NA,ger,Lyrik
304648,1675,7:684734B,"Deutsches Aerarium Poeticum, oder Poetische Schatz-Kammer",200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,NA,028G,lat,NA,ger,Poetik
104493,1647,23:236928V,"Der @Romulus, und Tarquinius der Hoffertige. Das ist: Das Leben Des Ersten/ und Letzten Königs der Römer",002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,ita,NA,ger,NA
115425,1643,39:129415W,Die @heilige Weltbeschreibung/ Der Völcker und örter/ wo die Christliche Kirche/ durch den gantzen umbkreis der Welt/ von Morgen bis gen Abend/ von Mittage bis in Mitternacht/ ihren sitz und wohnung hat,002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,fre,NA,ger,NA
115432,1643,39:121003T,Der @weise Alte,002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,fre,NA,ger,NA
115433,1643,39:121001C,"Francisci Petrarchae, Des vornemen alten Florentinischen Poeten/ @Sechs Triumphi oder Siegesprachten/ I. Der Liebe/ II. Der Keüschheit/ III. Des Todes/ IV. Des Gerüchtes/ V. Der Zeit/ und VI. Der Ewigkeit",002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,ita,NA,ger,Lyrik
117957,1641,23:651299D,Der @Seelen Ancker/ Das ist/ Von der Beharligkeit oder Bestendigkeit der Heiligen,002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,dut,NA,ger,NA
120903,1640,39:120996U,Die @Erste und Andere Woche Wilhelms von Saluste Herren zu Bartas,002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,fre,NA,ger,Verserzählung
121846,1639,23:248610Y,Denckwürdige Geschichte/ Des grossen Tamerlanis/ der Parthen und Tartern Käysers Der gelebt im Jahre nach der geburt Christi: Ein tausent dreyhundert fünf und funfzig Biß Ein tausend vierhundert und viere,002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,fre,NA,ger,Biographie
174079,1620,23:283967S,"Johannis Baptistae Gelli, Vornehmen Florentinischen Academici @Anmütige Gespräch/ La Circe genandt",002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,ita,NA,ger,Satire
177354,1619,39:120931S,Johannis Baptistae Gelli Vornehmen Florentinischen Academici @Anmutige Gespräch Capricci del Bottaio genandt,002,Fürst Ludwig von,Anhalt-Köthen,Der Nährende,gnd/118574868,NA,028C,ita,NA,ger,NA
79029,1655,1:040538C,Sieghafter David/ Das ist Kurtze Poetische Beschreibung des wunderbarn Kampfs zwischen dem kleinen David und dem großen Riesen Goliath,605,Georg,Neumark,Der Sprossende,gnd/118587404,NA,028A,lat,NA,ger,Lyrik
85627,1653,547:633602R,Sieghafter David. Das ist: Kurtze Poetische Beschreibung des wunderbaren Kampfes zwischen dem kleinen David und dem großen Riesen Goliath,605,Georg,Neumark,Der Sprossende,gnd/118587404,NA,028A,lat,NA,ger,Lyrik
33539,1667,1:000064T,Mr. Du Refuge @Kluger Hofmann: Das ist/ Nachsinnige Vorstellung deß untadelichen Hoflebens,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,Gesellschaftsschrift
51687,1663,23:328045U,In fünff Büchern begriffen,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,NA
51688,1663,23:328043D,Darinnen sind begriffen acht Bücher,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,NA
51690,1663,23:328040F,Diana,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Roman
51690,1663,23:328040F,Diana,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Schäferdichtung
55425,1662,3:002467E,Der @Mässigkeit Wolleben/ und Der Unmässigkeit Selbstmord,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,ita,NA,ger,NA
59490,1661,12:101896M,Heraclitus und Democritus: Das ist: C. Fröliche und Traurige Geschichte,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,Anthologie
59643,1661,23:287555R,In fünff Büchern begriffen,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,NA
59644,1661,23:287553A,Darinnen sind begriffen acht Bücher,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,NA
59646,1661,23:287548G,Diana,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Roman
59646,1661,23:287548G,Diana,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Schäferdichtung
73600,1657,23:234624Q,Zusambt einer Zugab überschrieben Das Schauspiel Teutscher Sprichwörter,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,spa,NA,ger,Drama
73600,1657,23:234624Q,Zusambt einer Zugab überschrieben Das Schauspiel Teutscher Sprichwörter,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,spa,NA,ger,Gesellschaftsschrift
73600,1657,23:234624Q,Zusambt einer Zugab überschrieben Das Schauspiel Teutscher Sprichwörter,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,036D,spa,NA,ger,Drama
